"","posted_date","candidate","message","observation","likes","comments","shares","type","language","media"
"613",2024-10-26,"harris","Donald Trump has violated the oath to uphold the Constituion of the United States. If given the chance, he will violate it again.","image",9981,4386,572,"image","en","yes"
"614",2024-10-26,"harris","Donald Trump is one of the biggest losers of manufacturing jobs in American history.","image with photos of Harris in event",7700,3347,1326,"image","en","yes"
"615",2024-10-26,"harris","Freedom is what we are fighting for.","photos of rally hugging Beyonce",8289,2868,613,"photo","en","yes"
"616",2024-10-26,"harris","When I was in high school, I started to notice something about my best friend, Wanda. She was sad at school, and there were times when she didn’t want to go home. 
One day, I asked Wanda if everything was all right, and she confided in me that she was being sexually abused by her stepfather. I immediately told her she had to come live with us. I called my mother, and my mother said, “Of course she does.”
And so Wanda did.  
Wanda’s story is one of the reasons I wanted to become a prosecutor. As a courtroom prosecutor, I felt a deep sense of responsibility to take on crimes and harms against women and children. When I had a case, I charged it not in the name of the victim but in the name of the people for one simple reason: In our system of justice, a harm against any one of us is a harm against all of us.
Through all my decades in law enforcement, I never asked a victim or a witness, “Are you a Republican or a Democrat?” The only question I ever asked was, “Are you okay?” That is the kind of president we deserve, and that is the kind of president I pledge to be.
As president, I will fight to protect our fundamental freedoms and make sure everyone has a right to safety, dignity, and justice.","old photo of harris in high school",5670,1664,443,"photo","en","yes"
"617",2024-10-26,"harris","Donald Trump calls our country a garbage can.
I think being an American is one of the greatest privileges on Earth.","campaig ad",3258,3677,699,"video","en","yes"
"618",2024-10-26,"harris","The attorney general of Texas is suing the United States government so they can get their hands on private medical records of women who leave the state to get care.
Trump won’t let anyone see his medical records, but these guys want to get their hands on yours?","video clip of rally",4503,2471,890,"video","en","yes"
"619",2024-10-26,"harris","Today I’m heading to Kalamazoo, Michigan, to join Kamala Harris on the campaign trail!
In this final stretch, we have to give it everything we’ve got. We need to vote like our lives depend on it and show up in numbers that can't be denied. 
Kamala Harris is putting in the work – we see it every day. But she can’t win this thing alone. She needs our help – it’s time to #DoSomething! 
Find ways to get involved today at go.KamalaHarris.com.","repost from Michelle Obama's account",4354,2010,419,"video","en","yes"
"620",2024-10-26,"harris","I am in Kalamazoo, Michigan with Michelle Obama to remind Americans that when we vote, we win. Watch now. For ASL feed, please tune in here: https://us06web.zoom.us/j/86819665018","video feed of rally",9554,11931,1491,"video","en","yes"
"621",2024-10-26,"harris","It is always good to be in Michigan.","video clip of rally",2957,965,210,"video","en","yes"
"622",2024-10-26,"harris","Imagine Donald Trump with no guardrails. If reelected, he will claim unchecked and extreme power.","video clip of rally",4235,3209,667,"video","en","yes"
"623",2024-10-26,"harris","On the trail with the Boss (and President Obama).","video of Obama and Bruce Springsteen",9291,3319,782,"video","en","yes"
"624",2024-10-26,"harris","On November 5, women will show Donald Trump how they feel about him and his attacks on their freedoms and rights.
IWillVote.com","campaig ad",3439,3013,451,"video","en","yes"
"625",2024-10-26,"harris","Together, we can and will win. 
Iwillvote.com","photos of beyonce and harris",6429,4300,376,"video","en","yes"
"626",2024-10-26,"harris","Donald Trump's former chief of staff said Trump wanted ""the kind of generals that Hitler had."" He said Trump fits the ""definition of a fascist.""
The guardrails around Trump are totally gone. He is unhinged, unstable – and he wants unchecked power.","repost from Tim Walz's account",1865,1280,94,"na","en","no"
"627",2024-10-27,"harris","no text","annoucement of rally in Pennsylvania",1801,1110,NA,"image","en","yes"
"628",2024-10-27,"harris","We have solutions to lift up the middle class. Donald Trump and JD Vance do not.","image comparing Harris and Trump economic agendas",4220,2054,498,"image","en","yes"
"629",2024-10-27,"harris","My plan will allow Medicare to cover in-home health care to help families like Alex's.","image",4916,1447,410,"image","en","yes"
"630",2024-10-27,"harris","I am focused on the future needs of the American people. Donald Trump spends his time looking in the mirror focused on himself. We are not going back.","image",5973,2310,260,"image","en","yes"
"631",2024-10-27,"harris","I have long been committed to Puerto Rico and the Puerto Rican people. Together, let’s build a better future for both.","image of list with agend for Puerto Rico",9336,3068,1852,"image","en","yes"
"632",2024-10-27,"harris","Donald Trump makes promises and always fails to deliver.","image",9203,6630,320,"image","en","yes"
"633",2024-10-27,"harris","wo middle-class kids.   
One, a daughter of Oakland, California, who was raised by a working mother and had a summer job at McDonald's.
The other, a son of the Nebraska plains, who spent summers on the farm.   
Together, Tim Walz and I are running a campaign for all Americans—from red states to blue states, from the heartland to the coasts. When elected, we will govern on behalf of all Americans.","baby photos of waltz and harris",5685,1885,311,"photo","en","yes"
"634",2024-10-27,"harris","We are running a campaign on behalf of all Americans. 
Let us fight for our future.","photo of harris with US flag behind her",6714,2613,568,"photo","en","yes"
"635",2024-10-27,"harris","Michigan, we are here as a community because we love our country. With your help this November, we can and will win.","photos of rally with Michelle Obama",4996,1115,244,"photo","en","yes"
"636",2024-10-27,"harris","We love our country, and our responsibility to defend democracy comes with the greatest privilege on Earth: The privilege and pride of being an American.
In November, we will make our voices heard at the ballot box.","photos of rally",5597,1859,438,"photo","en","yes"
"637",2024-10-27,"harris","I am a former prosecutor. Donald Trump’s DNA is all over Project 2025.","video of interview",4187,2984,620,"video","en","yes"
"638",2024-10-27,"harris","It's either going to Donald Trump or me sitting behind the Resolute desk in the Oval Office. 
His first priority will be the people like him, not the hardworking people of America.","campaig ad",2838,2167,308,"video","en","yes"
"639",2024-10-27,"harris","Throughout my career, I’ve always fought for the people of Puerto Rico. Every chance he got, Donald Trump abandoned and insulted them.
As president, I will invest in Puerto Rico's future so that Puerto Ricans can not just get by, but get ahead.","campaign ad with spanish subtitles",4641,2753,1284,"video","en","yes"
"640",2024-10-27,"harris","When it comes to freedom, Philly is undefeated. 
WATCH:","campaign ad",2228,838,382,"video","en","yes"
"641",2024-10-27,"harris","Gen Z, I see your power.
From climate change to gun safety to reproductive freedom, we will deliver the change you are so rightly impatient for: IWillVote.com","video clip of rally",3944,1521,466,"video","en","yes"
"642",2024-10-27,"harris","Michelle you are my inspiration","reels video",7200,2000,598,"video","en","yes"
"643",2024-10-27,"harris","Pennsylvania—there are only 9 more days to get out and make your voice heard in this election. Join me in Philadelphia for a community rally. 
Have questions about registration or polling locations? Visit IWillVote.com.
For ASL feed, please tune in here: https://us06web.zoom.us/j/85381952026","video feed of rally",5659,3887,550,"video","en","yes"
"644",2024-10-27,"harris","Pennsylvania, you can vote early from today through Tuesday, October 29.
The election is here, and the choice is truly in your hands. Do not wait to make your plan to vote. IWillVote.com","video clip of rally",3760,2437,441,"video","en","yes"
